Song,Date,Number of Plays
third,2022-09-23,1952
second,2022-09-19,1142
second,2022-09-19,1623
last,2022-09-21,247
forth,2022-09-24,1508
forth,2022-09-24,844
second,2022-09-21,857
forth,2022-09-18,182
last,2022-09-19,498
third,2022-09-23,417
last,2022-09-19,1972
third,2022-09-21,1229
second,2022-09-21,531
third,2022-09-18,242
forth,2022-09-19,1034
first,2022-09-18,562
last,2022-09-27,300
first,2022-09-20,413
first,2022-09-23,1376
second,2022-09-19,549
last,2022-09-25,1175
first,2022-09-21,1767
second,2022-09-19,758
second,2022-09-27,710
first,2022-09-25,1332
third,2022-09-27,277
second,2022-09-25,202
first,2022-09-25,764
third,2022-09-18,818
third,2022-09-23,706
second,2022-09-26,991
second,2022-09-23,821
third,2022-09-21,1665
third,2022-09-23,1850
second,2022-09-18,1574
last,2022-09-23,7
last,2022-09-21,1943
third,2022-09-22,1412
second,2022-09-26,722
last,2022-09-19,1995
second,2022-09-21,674
last,2022-09-27,460
second,2022-09-27,1051
third,2022-09-25,57
last,2022-09-18,340
forth,2022-09-23,1321
second,2022-09-25,915
second,2022-09-23,532
first,2022-09-26,556
first,2022-09-22,1971
first,2022-09-21,663
second,2022-09-24,846
last,2022-09-20,1550
third,2022-09-18,817
forth,2022-09-23,455
second,2022-09-24,1932
first,2022-09-24,1216
third,2022-09-19,1477
third,2022-09-25,1267
first,2022-09-20,675
last,2022-09-21,810
third,2022-09-19,43
first,2022-09-26,953
third,2022-09-19,914
second,2022-09-18,1756
last,2022-09-22,726
last,2022-09-24,1277
forth,2022-09-25,862
third,2022-09-21,1293
second,2022-09-21,107
second,2022-09-21,925
last,2022-09-19,1830
third,2022-09-23,1618
last,2022-09-20,714
last,2022-09-26,931
last,2022-09-18,567
last,2022-09-24,779
first,2022-09-22,1331
last,2022-09-23,615
forth,2022-09-25,1582
second,2022-09-27,696
last,2022-09-25,217
forth,2022-09-20,889
second,2022-09-20,286
second,2022-09-19,1565
third,2022-09-26,1319
third,2022-09-26,1047
first,2022-09-22,1790
forth,2022-09-24,1264
forth,2022-09-25,1884
forth,2022-09-20,971
forth,2022-09-23,699
last,2022-09-21,36
second,2022-09-22,137
first,2022-09-24,1131
last,2022-09-22,933
first,2022-09-26,23
last,2022-09-20,1196
last,2022-09-23,193
third,2022-09-20,1886
second,2022-09-18,408
forth,2022-09-18,1014
third,2022-09-24,1555
third,2022-09-20,1336
forth,2022-09-18,363
last,2022-09-23,521
last,2022-09-22,1913
last,2022-09-21,1499
first,2022-09-21,585
second,2022-09-23,1213
first,2022-09-27,1700
last,2022-09-20,754
last,2022-09-21,1821
last,2022-09-22,395
forth,2022-09-19,1197
third,2022-09-24,58
forth,2022-09-21,1484
third,2022-09-21,102
second,2022-09-27,442
third,2022-09-25,671
second,2022-09-25,1109
forth,2022-09-25,1522
second,2022-09-21,996
first,2022-09-22,1505
second,2022-09-21,431
forth,2022-09-24,1075
second,2022-09-26,1489
forth,2022-09-27,826
last,2022-09-27,1283
forth,2022-09-21,1492
last,2022-09-23,1113
second,2022-09-19,317
first,2022-09-24,1668
second,2022-09-20,167
forth,2022-09-25,1892
third,2022-09-23,1271
second,2022-09-19,751
second,2022-09-26,491
last,2022-09-19,536
last,2022-09-25,1372
third,2022-09-20,1359
first,2022-09-22,1684
last,2022-09-22,368
last,2022-09-23,1893
second,2022-09-24,337
first,2022-09-19,1426
second,2022-09-26,1343
forth,2022-09-20,1648
first,2022-09-24,1269
third,2022-09-21,1631
second,2022-09-25,1657
forth,2022-09-21,1472
last,2022-09-22,1717
second,2022-09-23,1246
third,2022-09-27,733
first,2022-09-26,565
second,2022-09-18,696
last,2022-09-21,822
last,2022-09-22,1051
first,2022-09-23,1223
last,2022-09-18,953
forth,2022-09-18,540
third,2022-09-20,734
third,2022-09-18,1756
second,2022-09-19,394
forth,2022-09-22,1296
first,2022-09-23,409
forth,2022-09-19,529
third,2022-09-19,1913
forth,2022-09-22,950
last,2022-09-22,561
forth,2022-09-22,315
forth,2022-09-26,956
forth,2022-09-24,537
second,2022-09-21,1017
second,2022-09-25,1392
last,2022-09-20,150
first,2022-09-26,286
last,2022-09-22,37
second,2022-09-20,1170
last,2022-09-19,248
second,2022-09-19,122
last,2022-09-27,1462
second,2022-09-27,1305
last,2022-09-24,933
first,2022-09-23,107
first,2022-09-20,300
last,2022-09-18,146
first,2022-09-22,199
first,2022-09-25,11
second,2022-09-18,1813
last,2022-09-21,1034
first,2022-09-18,952
forth,2022-09-21,1744
third,2022-09-18,912
forth,2022-09-26,1517
second,2022-09-21,1065
third,2022-09-27,904
last,2022-09-24,1292
third,2022-09-27,1377
forth,2022-09-24,451
first,2022-09-23,109
forth,2022-09-23,830
last,2022-09-20,1657
third,2022-09-23,441
first,2022-09-20,526
forth,2022-09-23,1088
forth,2022-09-19,323
last,2022-09-26,475
last,2022-09-23,1408
first,2022-09-27,1478
last,2022-09-25,1416
last,2022-09-27,467
third,2022-09-23,530
second,2022-09-23,165
second,2022-09-21,1816
last,2022-09-21,817
last,2022-09-24,1130
third,2022-09-27,1589
second,2022-09-20,1529
forth,2022-09-24,1478
third,2022-09-27,1259
first,2022-09-21,179
last,2022-09-26,145
second,2022-09-22,1481
first,2022-09-23,114
second,2022-09-18,1828
forth,2022-09-21,1341
forth,2022-09-19,670
third,2022-09-18,1923
first,2022-09-24,1727
first,2022-09-27,32
third,2022-09-18,1878
third,2022-09-19,1738
second,2022-09-20,273
first,2022-09-23,290
forth,2022-09-22,1860
forth,2022-09-25,1788
third,2022-09-27,710
first,2022-09-18,1583
third,2022-09-20,1210
first,2022-09-24,1345
forth,2022-09-24,1044
forth,2022-09-25,1402
last,2022-09-20,1212
forth,2022-09-21,505
last,2022-09-27,1248
first,2022-09-18,1932
last,2022-09-18,505
first,2022-09-22,994
second,2022-09-19,1491
forth,2022-09-26,581
first,2022-09-26,852
forth,2022-09-26,357
third,2022-09-22,324
second,2022-09-23,128
second,2022-09-21,802
forth,2022-09-25,1560
first,2022-09-19,486
third,2022-09-18,59
forth,2022-09-25,243
second,2022-09-26,806
third,2022-09-22,1920
second,2022-09-26,1432
first,2022-09-23,878
first,2022-09-18,794
last,2022-09-20,81
forth,2022-09-26,1864
last,2022-09-27,461
last,2022-09-27,616
second,2022-09-26,1944
third,2022-09-25,492
second,2022-09-19,1738
first,2022-09-24,1032
forth,2022-09-20,601
forth,2022-09-20,1479
second,2022-09-21,500
last,2022-09-18,681
last,2022-09-27,1807
second,2022-09-25,1930
forth,2022-09-22,2
first,2022-09-25,1565
last,2022-09-19,102
first,2022-09-20,925
third,2022-09-23,1004
last,2022-09-26,344
first,2022-09-19,376
forth,2022-09-22,1883
last,2022-09-26,499
second,2022-09-23,1862
third,2022-09-23,1981
second,2022-09-18,443
second,2022-09-26,1966
first,2022-09-27,435
second,2022-09-22,1330
third,2022-09-24,352
forth,2022-09-22,192
forth,2022-09-19,75
second,2022-09-22,1488
last,2022-09-26,1987
first,2022-09-19,617
last,2022-09-20,1943
third,2022-09-21,227
second,2022-09-21,1900
last,2022-09-25,1602
forth,2022-09-18,1872
first,2022-09-18,444
forth,2022-09-25,35
forth,2022-09-18,1156
third,2022-09-25,229
second,2022-09-27,639
third,2022-09-20,22
third,2022-09-18,576
forth,2022-09-22,534
last,2022-09-25,1236
third,2022-09-19,1258
second,2022-09-20,1683
third,2022-09-18,221
third,2022-09-22,1167
last,2022-09-21,809
second,2022-09-25,1108
second,2022-09-19,1388
second,2022-09-23,522
first,2022-09-23,1295
third,2022-09-25,861
third,2022-09-26,1446
second,2022-09-18,779
forth,2022-09-22,877
last,2022-09-23,1036
third,2022-09-27,1868
forth,2022-09-18,12
first,2022-09-27,651
last,2022-09-23,1884
first,2022-09-24,1735
forth,2022-09-21,1406
third,2022-09-21,1806
third,2022-09-27,1853
second,2022-09-27,1886
first,2022-09-20,1213
first,2022-09-25,839
third,2022-09-25,973
forth,2022-09-21,142
third,2022-09-24,1360
second,2022-09-22,1073
second,2022-09-18,37
third,2022-09-25,437
forth,2022-09-23,512
third,2022-09-22,14
last,2022-09-27,1831
second,2022-09-19,1886
third,2022-09-24,300
first,2022-09-20,1945
third,2022-09-22,963
last,2022-09-19,1865
first,2022-09-26,1038
last,2022-09-22,425
second,2022-09-24,1507
forth,2022-09-21,738
first,2022-09-25,834
first,2022-09-27,1428
third,2022-09-25,42
first,2022-09-25,1075
forth,2022-09-23,835
second,2022-09-25,464
forth,2022-09-21,1236
forth,2022-09-23,1297
forth,2022-09-25,657
forth,2022-09-20,984
last,2022-09-26,784
first,2022-09-24,1969
second,2022-09-23,362
second,2022-09-20,1930
last,2022-09-26,92
second,2022-09-25,1374
forth,2022-09-18,491
first,2022-09-23,422
first,2022-09-22,1336
last,2022-09-23,676
first,2022-09-26,793
last,2022-09-27,1090
third,2022-09-26,1300
third,2022-09-24,1665
last,2022-09-20,95
last,2022-09-20,1566
second,2022-09-20,1804
forth,2022-09-18,1751
last,2022-09-27,333
first,2022-09-23,1130
first,2022-09-26,350
first,2022-09-22,1408
second,2022-09-27,399
first,2022-09-18,542
second,2022-09-24,1356
third,2022-09-26,1349
third,2022-09-18,793
first,2022-09-23,1878
forth,2022-09-18,423
first,2022-09-22,1214
first,2022-09-25,26
forth,2022-09-24,109
first,2022-09-18,1452
third,2022-09-21,473
third,2022-09-18,1191
forth,2022-09-26,1361
forth,2022-09-20,1581
third,2022-09-26,1904
second,2022-09-27,1634
forth,2022-09-27,869
third,2022-09-26,686
last,2022-09-27,668
second,2022-09-19,1201
second,2022-09-23,554
second,2022-09-19,1525
last,2022-09-25,71
forth,2022-09-19,33
second,2022-09-22,46
forth,2022-09-20,1595
first,2022-09-27,229
second,2022-09-26,879
last,2022-09-21,1103
forth,2022-09-27,815
forth,2022-09-24,643
forth,2022-09-18,1777
last,2022-09-27,1545
forth,2022-09-21,1035
third,2022-09-21,1676
second,2022-09-20,92
last,2022-09-23,24
second,2022-09-19,983
third,2022-09-22,1278
first,2022-09-21,550
third,2022-09-26,1071
second,2022-09-20,1063
second,2022-09-26,1714
forth,2022-09-27,989
forth,2022-09-24,238
last,2022-09-25,1189
last,2022-09-26,559
first,2022-09-20,1658
third,2022-09-19,1278
second,2022-09-19,329
second,2022-09-18,1296
first,2022-09-20,483
forth,2022-09-25,1215
forth,2022-09-25,1083
last,2022-09-24,472
first,2022-09-23,1373
third,2022-09-20,366
forth,2022-09-20,1701
third,2022-09-25,1445
first,2022-09-18,917
first,2022-09-26,137
first,2022-09-18,141
forth,2022-09-18,139
last,2022-09-25,1667
second,2022-09-26,1449
first,2022-09-22,56
forth,2022-09-22,929
first,2022-09-22,1535
last,2022-09-22,1029
last,2022-09-22,1038
second,2022-09-27,1855
last,2022-09-25,23
forth,2022-09-24,865
first,2022-09-26,429
second,2022-09-22,1183
forth,2022-09-20,1745
last,2022-09-19,1049
forth,2022-09-19,1957
forth,2022-09-20,556
forth,2022-09-22,1815
last,2022-09-24,1188
forth,2022-09-22,542
last,2022-09-24,1295
last,2022-09-22,25
second,2022-09-19,1430
forth,2022-09-18,998
last,2022-09-20,221
forth,2022-09-26,1697
first,2022-09-21,831
third,2022-09-23,312
forth,2022-09-18,1468
first,2022-09-22,621
last,2022-09-19,1616
last,2022-09-25,1888
first,2022-09-25,96
third,2022-09-26,944
third,2022-09-26,857
first,2022-09-23,221
first,2022-09-27,1777
forth,2022-09-21,388
second,2022-09-25,66
third,2022-09-19,1497
forth,2022-09-19,1655
forth,2022-09-20,32
first,2022-09-27,1498
third,2022-09-25,283
first,2022-09-23,1832
last,2022-09-27,458
forth,2022-09-22,1947
third,2022-09-24,575
first,2022-09-27,1776
first,2022-09-19,863
third,2022-09-26,1873
forth,2022-09-27,878
second,2022-09-19,516
last,2022-09-18,1857
second,2022-09-23,1786
forth,2022-09-21,1754
second,2022-09-19,382
forth,2022-09-22,220
first,2022-09-21,211
forth,2022-09-27,203
second,2022-09-24,198
forth,2022-09-19,1868
second,2022-09-25,1280
first,2022-09-24,1542
last,2022-09-18,1722
third,2022-09-24,1523
forth,2022-09-19,975
first,2022-09-24,1310
first,2022-09-24,1462
second,2022-09-26,1087
first,2022-09-27,461
forth,2022-09-21,342
first,2022-09-26,361
forth,2022-09-22,1503
second,2022-09-25,586
last,2022-09-22,1145
third,2022-09-20,1433
third,2022-09-26,865
last,2022-09-22,1588
third,2022-09-27,1515
last,2022-09-24,1180
third,2022-09-19,1638
forth,2022-09-24,999
third,2022-09-20,1575
first,2022-09-23,638
forth,2022-09-20,441
first,2022-09-22,934
second,2022-09-25,1997
forth,2022-09-18,759
forth,2022-09-23,31
last,2022-09-25,1055
first,2022-09-23,1390
first,2022-09-23,1284
first,2022-09-27,835
third,2022-09-26,656
first,2022-09-18,667
forth,2022-09-22,1054
last,2022-09-27,814
second,2022-09-18,1078
second,2022-09-20,118
second,2022-09-24,1559
third,2022-09-26,1655
first,2022-09-20,1805
first,2022-09-24,1778
second,2022-09-24,1208
forth,2022-09-27,1524
last,2022-09-26,504
third,2022-09-24,150
second,2022-09-21,1689
forth,2022-09-24,1379
second,2022-09-19,1056
third,2022-09-25,456
forth,2022-09-21,1844
last,2022-09-23,751
second,2022-09-27,1074
second,2022-09-27,738
forth,2022-09-24,726
second,2022-09-18,1314
forth,2022-09-23,1826
forth,2022-09-21,310
forth,2022-09-25,1753
third,2022-09-26,1910
last,2022-09-22,729
third,2022-09-19,596
second,2022-09-24,1111
forth,2022-09-24,1629
first,2022-09-24,60
last,2022-09-23,1313
forth,2022-09-24,1632
second,2022-09-19,74
first,2022-09-18,1279
third,2022-09-22,1443
second,2022-09-27,1482
forth,2022-09-23,183
third,2022-09-22,1647
forth,2022-09-26,18
third,2022-09-20,274
last,2022-09-21,970
third,2022-09-24,858
second,2022-09-19,1614
first,2022-09-25,1423
third,2022-09-26,1551
forth,2022-09-18,854
first,2022-09-22,260
first,2022-09-20,1125
forth,2022-09-22,1546
last,2022-09-18,795
third,2022-09-26,1168
third,2022-09-21,1979
third,2022-09-18,1329
third,2022-09-24,309
first,2022-09-20,1678
last,2022-09-20,1888
second,2022-09-20,901
third,2022-09-22,119
forth,2022-09-23,1161
last,2022-09-25,1865
first,2022-09-22,41
first,2022-09-23,1245
forth,2022-09-20,535
second,2022-09-21,1088
second,2022-09-23,169
last,2022-09-19,1258
third,2022-09-23,217
forth,2022-09-24,774
forth,2022-09-27,310
forth,2022-09-23,1973
forth,2022-09-19,546
second,2022-09-25,1719
last,2022-09-22,1450
forth,2022-09-27,435
first,2022-09-27,1883
forth,2022-09-23,1857
first,2022-09-27,633
second,2022-09-27,1064
forth,2022-09-21,100
third,2022-09-27,1340
third,2022-09-21,223
third,2022-09-19,823
last,2022-09-18,1467
first,2022-09-27,490
forth,2022-09-27,604
third,2022-09-27,6
last,2022-09-20,1453
second,2022-09-25,1446
second,2022-09-20,1614
first,2022-09-27,882
forth,2022-09-19,277
forth,2022-09-23,810
third,2022-09-27,270
forth,2022-09-19,1828
last,2022-09-21,5
forth,2022-09-26,1322
last,2022-09-26,200
first,2022-09-18,1680
first,2022-09-21,2
first,2022-09-21,1464
last,2022-09-26,479
forth,2022-09-23,1917
forth,2022-09-19,365
first,2022-09-25,326
first,2022-09-22,477
forth,2022-09-25,1060
third,2022-09-21,234
last,2022-09-26,67
first,2022-09-26,1738
third,2022-09-27,602
forth,2022-09-18,1390
first,2022-09-20,1739
forth,2022-09-20,516
third,2022-09-21,883
second,2022-09-27,1190
last,2022-09-24,1990
last,2022-09-20,21
first,2022-09-26,1214
first,2022-09-23,1627
first,2022-09-20,1285
first,2022-09-22,1043
third,2022-09-25,1063
forth,2022-09-23,604
forth,2022-09-25,1010
last,2022-09-26,1507
third,2022-09-25,1606
first,2022-09-22,57
second,2022-09-20,1014
last,2022-09-20,1764
third,2022-09-27,1608
first,2022-09-25,1726
third,2022-09-22,1189
first,2022-09-26,1367
second,2022-09-18,755
last,2022-09-19,1284
last,2022-09-21,34
forth,2022-09-27,1536
first,2022-09-24,91
third,2022-09-22,890
second,2022-09-19,916
forth,2022-09-20,1456
third,2022-09-26,83
forth,2022-09-21,1751
last,2022-09-20,1818
forth,2022-09-18,919
first,2022-09-26,1304
second,2022-09-26,305
third,2022-09-24,510
third,2022-09-18,235
second,2022-09-19,739
last,2022-09-25,113
last,2022-09-18,949
third,2022-09-22,1829
third,2022-09-20,1710
third,2022-09-21,611
second,2022-09-20,1182
second,2022-09-19,1247
forth,2022-09-19,1602
third,2022-09-24,1442
third,2022-09-26,2
first,2022-09-27,1929
second,2022-09-20,627
third,2022-09-22,125
first,2022-09-25,1078
first,2022-09-20,1928
third,2022-09-21,380
first,2022-09-20,702
third,2022-09-27,523
second,2022-09-25,1075
last,2022-09-22,1766
second,2022-09-21,930
second,2022-09-24,540
last,2022-09-24,1486
third,2022-09-22,449
last,2022-09-21,512
third,2022-09-25,299
second,2022-09-25,1403
second,2022-09-23,856
second,2022-09-22,1070
third,2022-09-21,451
forth,2022-09-26,687
second,2022-09-25,323
third,2022-09-24,397
second,2022-09-24,571
last,2022-09-22,1442
last,2022-09-22,1264
first,2022-09-24,585
last,2022-09-23,550
last,2022-09-23,572
last,2022-09-23,536
forth,2022-09-18,1600
last,2022-09-20,461
last,2022-09-19,1032
second,2022-09-26,1858
first,2022-09-23,1911
first,2022-09-19,603
forth,2022-09-24,1719
first,2022-09-22,1194
first,2022-09-27,970
forth,2022-09-25,1789
first,2022-09-25,806
last,2022-09-23,1436
last,2022-09-18,1245
second,2022-09-22,369
last,2022-09-20,1255
last,2022-09-21,438
second,2022-09-25,1816
last,2022-09-27,635
first,2022-09-23,1588
first,2022-09-26,1197
forth,2022-09-20,719
second,2022-09-19,704
last,2022-09-20,721
first,2022-09-22,671
forth,2022-09-23,1122
third,2022-09-26,164
third,2022-09-27,181
first,2022-09-21,1520
third,2022-09-25,549
first,2022-09-23,307
third,2022-09-21,1973
forth,2022-09-19,1301
first,2022-09-20,604
first,2022-09-20,263
second,2022-09-18,201
last,2022-09-24,1524
second,2022-09-27,1559
last,2022-09-20,548
last,2022-09-18,661
last,2022-09-26,841
third,2022-09-18,1997
second,2022-09-20,1688
second,2022-09-24,1548
last,2022-09-19,527
second,2022-09-24,581
forth,2022-09-24,331
forth,2022-09-27,376
last,2022-09-19,143
forth,2022-09-21,877
last,2022-09-25,974
first,2022-09-22,1713
forth,2022-09-19,791
third,2022-09-18,1432
last,2022-09-25,1496
forth,2022-09-26,1350
second,2022-09-19,1039
last,2022-09-19,228
forth,2022-09-25,258
first,2022-09-27,1322
second,2022-09-23,345
second,2022-09-21,322
second,2022-09-18,281
second,2022-09-19,942
first,2022-09-26,1295
second,2022-09-25,1954
last,2022-09-21,198
second,2022-09-21,1694
first,2022-09-22,1070
forth,2022-09-26,960
